@RELATION pnts-dense
@ATTRIBUTE root~0~6~0~combined NUMERIC
@ATTRIBUTE gas_tank~1~6~0~combined NUMERIC
@ATTRIBUTE handle~2~6~0~combined NUMERIC
@ATTRIBUTE light~3~6~0~combined NUMERIC
@ATTRIBUTE seat~4~6~0~combined NUMERIC
@ATTRIBUTE whyeel~5~6~0~combined NUMERIC
@ATTRIBUTE other...~6~6~0~combined NUMERIC
@DATA
0.00,0.63,0.40,0.58,0.49,0.36,0.00
0.00,0.49,0.42,0.62,0.51,0.38,0.00
0.00,0.18,0.17,0.24,0.21,0.91,0.00
0.00,0.19,0.18,0.26,0.21,0.31,0.00
0.00,0.21,0.19,0.28,0.23,0.33,0.00
0.00,0.26,0.24,0.35,0.29,0.67,0.00
0.00,0.39,0.35,0.51,0.43,0.37,0.00
0.00,0.15,0.14,0.20,0.16,0.73,0.00
0.00,0.32,0.29,0.42,0.35,0.84,0.00
0.00,0.19,0.14,0.21,0.16,0.12,0.19
0.00,0.49,0.44,0.65,0.54,0.45,0.00
0.00,0.16,0.14,0.21,0.60,0.14,0.00
0.00,0.27,0.24,0.35,0.30,0.74,0.00
0.00,0.21,0.87,0.28,0.23,0.17,0.00
0.00,0.23,0.17,0.25,0.20,0.15,0.01
0.00,0.33,0.30,0.44,0.36,0.45,0.00
0.00,0.13,0.11,0.17,0.15,0.94,0.00
0.00,0.44,0.40,0.59,0.49,0.52,0.00
0.00,0.29,0.26,0.38,0.32,0.24,0.00
0.00,0.22,0.19,0.28,0.24,0.19,0.00
0.00,0.24,0.22,0.32,0.27,0.83,0.00
0.00,0.37,0.25,0.34,0.28,0.20,0.00
0.00,0.08,1.00,0.11,0.09,0.07,0.00
0.00,0.11,0.10,0.15,0.13,0.98,0.00
0.00,0.29,0.27,0.39,0.32,0.87,0.00
0.00,0.25,0.23,0.33,0.28,0.39,0.00
0.00,0.40,0.21,0.31,0.27,0.19,0.00
0.00,0.52,0.26,0.38,0.34,0.23,0.00
0.00,0.42,0.22,0.31,0.27,0.19,0.00
0.00,0.49,0.28,0.38,0.43,0.23,0.00
0.00,0.23,0.21,0.30,0.25,0.33,0.00
0.00,0.15,0.13,0.20,0.16,0.77,0.00
0.00,0.19,0.17,0.25,0.21,0.20,0.00
0.00,0.16,0.14,0.21,0.17,0.98,0.00
0.00,0.18,0.16,0.24,0.20,0.16,0.06
0.00,0.08,0.06,0.09,0.38,0.07,0.32
0.00,0.17,0.16,0.23,0.19,0.97,0.00
0.00,0.25,0.22,0.32,0.35,0.29,0.00
0.00,0.33,0.28,0.42,0.53,0.27,0.00
0.00,0.32,0.30,0.43,0.36,0.83,0.00
0.00,0.12,0.11,0.16,0.13,1.00,0.00
0.00,0.16,0.15,0.21,0.20,0.91,0.00
0.00,0.30,0.27,0.36,0.30,0.22,0.00
0.00,0.30,0.27,0.40,0.33,0.54,0.00
0.00,0.40,0.36,0.53,0.46,0.36,0.00
0.00,0.24,0.35,0.28,0.22,0.16,0.00
0.00,0.27,0.19,0.28,0.27,0.18,0.00
0.00,0.16,0.15,0.21,0.18,0.23,0.07
0.00,0.50,0.21,0.31,0.29,0.19,0.00
0.00,0.16,0.15,0.21,0.18,0.17,0.13
0.00,0.13,0.12,0.17,0.14,0.12,0.33
0.00,0.55,0.45,0.66,0.55,0.44,0.00
0.00,0.51,0.46,0.67,0.68,0.42,0.00
0.00,0.26,0.24,0.35,0.29,0.77,0.00
0.00,0.47,0.27,0.40,0.44,0.25,0.00
0.00,0.48,0.30,0.44,0.46,0.28,0.00
0.00,0.32,0.24,0.35,0.29,0.23,0.00
0.00,0.27,0.24,0.36,0.30,0.83,0.00
0.00,0.18,0.16,0.23,0.19,0.22,0.01
0.00,0.24,0.14,0.20,0.27,0.13,0.01
0.00,0.13,0.12,0.17,0.15,0.12,0.31
0.00,0.29,0.26,0.38,0.32,0.77,0.00
0.00,0.10,0.09,0.13,0.11,0.18,0.40
0.00,0.10,0.09,0.13,0.11,0.65,0.00
0.00,0.58,0.47,0.68,0.57,0.42,0.00
0.00,0.15,0.13,0.19,0.16,0.14,0.23
0.00,0.27,0.24,0.36,0.30,0.24,0.00
0.00,0.14,0.10,0.15,0.15,0.10,0.35
0.00,0.13,0.11,0.17,0.14,0.99,0.00
0.00,0.08,0.07,0.11,0.09,0.10,0.54
0.00,0.14,0.13,0.19,0.16,0.75,0.00
0.00,0.08,0.07,0.10,0.08,1.00,0.00
0.00,0.65,0.48,0.71,0.59,0.44,0.00
0.00,0.25,0.22,0.29,0.24,0.18,0.00
0.00,0.15,0.14,0.20,0.17,0.98,0.00
0.00,0.09,0.09,0.13,0.10,1.00,0.00
0.00,0.16,0.14,0.20,0.17,0.14,0.19
0.00,0.12,0.11,0.16,0.13,0.92,0.00
0.00,0.12,0.11,0.16,0.13,0.18,0.30
0.00,0.22,0.19,0.28,0.23,0.18,0.00
0.00,0.22,0.19,0.28,0.24,0.19,0.00
0.00,0.23,0.21,0.31,0.25,0.20,0.00
0.00,0.18,0.06,0.09,1.00,0.06,0.00
0.00,0.15,0.94,0.19,0.16,0.12,0.00
0.00,0.26,0.23,0.33,0.28,0.21,0.00
0.00,0.19,0.14,0.20,0.19,0.13,0.16
0.00,0.33,0.30,0.43,0.36,0.28,0.00
0.00,0.44,0.40,0.58,0.48,0.37,0.00
0.00,0.10,0.09,0.13,0.11,1.00,0.00
0.00,0.28,0.40,0.35,0.28,0.21,0.00
0.00,0.16,0.14,0.21,0.17,0.98,0.00
0.00,0.33,0.29,0.43,0.36,0.31,0.00
0.00,0.16,0.15,0.21,0.18,0.93,0.00
0.00,0.22,0.20,0.30,0.24,0.89,0.00
0.00,0.22,0.20,0.29,0.25,0.89,0.00
0.00,0.19,0.17,0.25,0.21,0.82,0.00
0.00,0.32,0.29,0.43,0.36,0.53,0.00
0.00,0.30,0.27,0.40,0.33,0.87,0.00
0.00,0.25,0.23,0.33,0.27,0.32,0.00
0.00,0.37,0.20,0.29,0.32,0.18,0.00
0.00,0.37,0.25,0.37,0.40,0.23,0.00
0.00,0.36,0.21,0.31,0.41,0.20,0.00
0.00,0.47,0.29,0.43,0.51,0.27,0.00
0.00,0.20,0.17,0.25,1.00,0.17,0.00
0.00,0.31,0.27,0.41,0.33,0.25,0.00
0.00,0.47,0.36,0.53,0.45,0.33,0.00
0.00,0.14,0.13,0.18,0.15,0.37,0.03
0.00,0.10,0.08,0.12,0.81,0.09,0.00
0.00,0.25,0.21,0.29,0.23,0.17,0.00
0.00,0.30,0.18,0.26,0.27,0.17,0.00
0.00,0.25,0.17,0.25,0.20,0.14,0.00
0.00,0.45,0.27,0.40,0.36,0.25,0.00
0.00,0.38,0.16,0.23,0.27,0.15,0.00
0.00,0.16,0.14,0.21,0.17,0.98,0.00
0.00,0.32,0.15,0.23,0.21,0.14,0.00
0.00,0.31,0.25,0.36,0.31,0.23,0.00
0.00,0.39,0.27,0.40,0.35,0.26,0.00
0.00,0.17,0.15,0.22,0.20,0.81,0.00
0.00,0.12,0.11,0.16,0.14,1.00,0.00
0.00,0.20,0.18,0.26,0.22,0.88,0.00
0.00,0.12,0.11,0.16,0.13,0.84,0.00
0.00,0.13,0.11,0.17,0.14,0.83,0.00
0.00,0.25,0.23,0.34,0.28,0.93,0.00
0.00,0.33,0.30,0.44,0.37,0.28,0.00
0.00,0.28,0.26,0.38,0.31,0.83,0.00
0.00,0.14,0.12,0.18,0.15,0.69,0.00
0.00,0.11,0.10,0.15,0.13,0.15,0.36
0.00,0.23,0.21,0.31,0.25,0.33,0.00
0.00,0.21,0.17,0.26,0.20,0.18,0.00
0.00,0.13,0.12,0.17,0.15,0.11,0.32
0.00,0.16,0.14,0.21,0.17,0.98,0.00
0.00,0.62,0.56,0.82,0.68,0.51,0.00
0.00,0.19,0.13,0.20,0.16,0.12,0.19
0.00,0.16,0.13,0.19,0.17,0.13,0.21
0.00,0.22,0.20,0.29,0.24,0.78,0.00
0.00,0.14,0.12,0.18,0.15,0.85,0.00
0.00,0.17,0.15,0.22,0.18,0.87,0.00
0.00,0.17,0.15,0.23,0.19,0.19,0.07
0.00,0.10,0.09,0.14,0.11,0.16,0.40
0.00,0.47,0.43,0.63,0.53,0.42,0.00
0.00,0.29,0.24,0.35,0.30,0.23,0.00
0.00,0.21,0.19,0.28,0.23,0.57,0.00
0.00,0.57,0.49,0.72,0.60,0.47,0.00
0.00,0.66,0.51,0.75,0.66,0.46,0.00
0.00,0.19,0.18,0.26,0.21,0.95,0.00
0.00,0.22,0.19,0.28,0.97,0.18,0.00
0.00,0.22,0.19,0.27,0.93,0.18,0.00
0.00,0.30,0.21,0.31,0.26,0.19,0.00
0.00,0.21,0.19,0.28,0.23,0.18,0.00
0.00,0.46,0.19,0.26,0.39,0.16,0.00
0.00,0.31,0.28,0.41,0.34,0.43,0.00
0.00,0.08,0.08,0.11,0.10,0.99,0.00
0.00,0.18,0.16,0.24,0.20,0.95,0.00
0.00,0.28,0.32,0.36,0.29,0.21,0.00
0.00,0.19,0.17,0.25,0.21,0.91,0.00
0.00,0.21,0.20,0.29,0.24,0.57,0.00
0.00,0.16,0.14,0.21,0.17,0.98,0.00
0.00,0.16,0.14,0.21,0.18,0.92,0.00
0.00,0.27,0.24,0.36,0.30,0.65,0.00
0.00,0.34,0.54,0.41,0.34,0.25,0.00
0.00,0.23,0.17,0.26,0.20,0.15,0.00
0.00,0.23,0.20,0.30,0.24,0.19,0.00
0.00,0.09,0.08,0.11,0.09,0.99,0.00
0.00,0.09,0.94,0.12,0.10,0.07,0.00
0.00,0.27,0.24,0.35,0.29,0.22,0.00
0.00,0.34,0.30,0.44,0.38,0.39,0.00
0.00,0.36,0.29,0.43,0.35,0.27,0.00
0.00,0.11,0.10,0.15,0.12,1.00,0.00
0.00,0.42,0.36,0.52,0.47,0.33,0.00
0.00,0.30,0.27,0.40,0.33,0.81,0.00
0.00,0.22,0.20,0.29,0.24,0.19,0.00
0.00,0.14,0.12,0.18,0.15,0.12,0.29
0.00,0.47,0.42,0.62,0.51,0.40,0.00
0.00,0.55,0.50,0.74,0.62,0.46,0.00
0.00,0.17,0.11,0.16,0.16,0.11,0.29
0.00,0.67,0.51,0.75,0.62,0.46,0.00
0.00,0.26,0.23,0.33,0.28,0.21,0.00
0.00,0.31,0.21,0.31,0.26,0.20,0.00
0.00,0.46,0.14,0.21,0.27,0.13,0.00
0.00,0.27,0.20,0.30,0.24,0.18,0.00
0.00,0.22,0.20,0.29,0.24,0.71,0.00
0.00,0.29,0.26,0.38,0.32,0.57,0.00
0.00,0.19,0.17,0.25,0.21,0.16,0.00
0.00,0.12,0.11,0.16,0.13,0.84,0.00
0.00,0.24,0.22,0.33,0.27,0.23,0.00
0.00,0.14,0.12,0.18,0.15,0.91,0.00
0.00,0.44,0.39,0.57,0.48,0.35,0.00
0.00,0.30,0.27,0.39,0.33,0.27,0.00
0.00,0.40,0.27,0.40,0.35,0.25,0.00
0.00,0.69,0.43,0.64,0.53,0.39,0.00
0.00,0.25,0.22,0.33,0.27,0.33,0.00
0.00,0.38,0.32,0.47,0.39,0.30,0.00
0.00,0.38,0.31,0.46,0.43,0.30,0.00
0.00,0.34,0.31,0.45,0.38,0.33,0.00
0.00,0.25,0.23,0.34,0.28,0.54,0.00
0.00,0.21,0.19,0.28,0.25,0.78,0.00
0.00,0.22,0.20,0.29,0.24,0.94,0.00
0.00,0.31,0.28,0.41,0.34,0.27,0.00
0.00,0.31,0.27,0.40,0.34,0.26,0.00
0.00,0.29,0.26,0.39,0.32,0.56,0.00
0.00,0.25,0.23,0.30,0.24,0.18,0.00
0.00,0.32,0.29,0.42,0.35,0.48,0.00
0.00,0.21,0.19,0.27,0.23,0.90,0.00
0.00,0.36,0.33,0.48,0.40,0.67,0.00
0.00,0.27,0.36,0.32,0.26,0.19,0.00
0.00,0.14,0.13,0.19,0.15,1.00,0.00
0.00,0.15,0.13,0.19,0.16,0.12,0.25
0.00,0.09,0.08,0.12,0.10,1.00,0.00
0.00,0.25,0.19,0.26,0.22,0.16,0.00
0.00,0.16,1.00,0.21,0.17,0.13,0.00
0.00,0.28,0.26,0.38,0.31,0.29,0.00
0.00,0.15,0.14,0.20,0.17,0.74,0.00
0.00,0.21,0.19,0.28,0.23,0.94,0.00
0.00,0.19,0.17,0.25,0.21,0.71,0.00
0.00,0.20,0.18,0.27,0.22,0.39,0.00
0.00,0.28,0.25,0.37,0.31,0.87,0.00
0.00,0.10,0.09,0.14,0.11,1.00,0.00
0.00,0.14,0.12,0.18,0.15,0.98,0.00
0.00,0.14,0.13,0.18,0.15,0.99,0.00
0.00,0.35,0.32,0.47,0.39,0.82,0.00
0.00,0.10,0.09,0.13,0.11,0.65,0.00
0.00,0.44,0.24,0.36,0.40,0.23,0.00
0.00,0.27,0.16,0.23,0.31,0.15,0.00
0.00,0.44,0.25,0.36,0.51,0.22,0.00
0.00,0.34,0.19,0.28,0.34,0.18,0.00
0.00,0.22,0.20,0.30,0.25,0.93,0.00
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.12,0.11,0.16,0.13,0.94,0.00
0.00,0.20,0.18,0.26,0.22,0.86,0.00
0.00,0.15,0.13,0.20,0.16,0.54,0.00
0.00,0.38,0.27,0.37,0.31,0.22,0.00
0.00,0.24,0.22,0.32,0.27,0.20,0.00
0.00,0.24,0.21,0.30,0.26,0.20,0.00
0.00,0.13,0.11,0.17,0.14,0.31,0.14
0.00,0.15,0.14,0.20,0.17,0.13,0.21
0.00,0.37,0.32,0.47,0.40,0.31,0.00
0.00,0.31,0.28,0.41,0.34,0.27,0.00
0.00,0.14,0.12,0.18,0.15,0.80,0.00
0.00,0.35,0.25,0.36,0.36,0.23,0.00
0.00,0.23,0.21,0.31,0.27,0.83,0.00
0.00,0.11,0.10,0.14,0.12,0.10,0.43
0.00,0.40,0.31,0.45,0.43,0.28,0.00
0.00,0.19,0.17,0.25,0.22,0.90,0.00
0.00,0.28,0.25,0.37,0.31,0.24,0.00
0.00,0.26,0.17,0.26,0.20,0.15,0.00
0.00,0.11,0.10,0.15,0.12,0.23,0.28
0.00,0.19,0.16,0.24,0.20,0.15,0.07
0.00,0.41,0.36,0.53,0.45,0.34,0.00
0.00,0.33,0.23,0.34,0.29,0.23,0.00
0.00,0.20,0.18,0.26,0.22,0.77,0.00
0.00,0.28,0.25,0.37,0.31,0.90,0.00
0.00,0.20,0.18,0.26,0.22,0.80,0.00
0.00,0.17,0.15,0.22,0.19,0.98,0.00
0.00,0.32,0.29,0.42,0.35,0.65,0.00
0.00,0.25,0.21,0.28,0.23,0.17,0.00
0.00,0.34,0.20,0.30,0.26,0.20,0.00
0.00,0.14,0.13,0.19,0.16,0.97,0.00
0.00,0.15,0.13,0.19,0.16,0.17,0.20
0.00,0.26,0.14,0.21,0.18,0.14,0.07
0.00,0.29,0.18,0.27,0.23,0.17,0.00
0.00,0.66,0.51,0.75,0.62,0.46,0.00
0.00,0.57,0.51,0.74,0.62,0.46,0.00
0.00,0.14,0.12,0.18,0.15,1.00,0.00
0.00,0.65,0.49,0.71,0.59,0.44,0.00
0.00,0.42,0.26,0.31,0.34,0.19,0.00
0.00,0.54,0.32,0.47,0.40,0.29,0.00
0.00,0.22,0.14,0.21,0.21,0.14,0.07
0.00,0.13,0.11,0.16,0.97,0.12,0.00
0.00,0.20,0.18,0.26,0.96,0.17,0.00
0.00,0.17,0.14,0.21,1.00,0.15,0.00
0.00,0.18,0.15,0.22,0.19,0.14,0.14
0.00,0.25,0.23,0.33,0.27,0.75,0.00
0.00,0.27,0.25,0.36,0.30,0.62,0.00
0.00,0.17,0.15,0.22,0.18,0.90,0.00
0.00,0.09,0.08,0.11,0.13,0.93,0.00
0.00,0.19,0.13,0.20,0.15,0.12,0.21
0.00,0.22,0.19,0.28,0.49,0.19,0.00
0.00,0.32,0.28,0.41,0.37,0.30,0.00
0.00,0.10,0.09,0.14,0.11,1.00,0.00
0.00,0.17,0.14,0.20,0.19,0.14,0.16
0.00,0.26,0.24,0.35,0.29,0.37,0.00
0.00,0.28,0.26,0.37,0.31,0.69,0.00
0.00,0.24,0.36,0.27,0.22,0.16,0.00
0.00,0.49,0.38,0.56,0.47,0.35,0.00
0.00,0.65,0.43,0.63,0.53,0.39,0.00
0.00,0.31,0.28,0.41,0.34,0.89,0.00
0.00,0.32,0.29,0.42,0.35,0.41,0.00
0.00,0.21,0.18,0.27,0.23,0.18,0.00
0.00,0.16,0.93,0.20,0.17,0.13,0.00
0.00,0.46,0.42,0.61,0.51,0.45,0.00
0.00,0.27,0.24,0.35,0.48,0.23,0.00
0.00,0.41,0.31,0.40,0.34,0.24,0.00
0.00,0.20,0.18,0.26,0.22,0.17,0.00
0.00,0.38,0.34,0.50,0.42,0.32,0.00
0.00,0.29,0.26,0.38,0.32,0.24,0.00
0.00,0.18,0.17,0.24,0.20,0.42,0.00
0.00,0.25,0.23,0.33,0.28,0.21,0.00
0.00,0.40,0.37,0.53,0.44,0.45,0.00
0.00,0.11,0.10,0.14,0.12,1.00,0.00
0.00,0.27,0.24,0.36,0.30,0.24,0.00
0.00,0.30,0.27,0.40,0.33,0.26,0.00
0.00,0.06,0.05,0.08,0.07,0.06,0.68
0.00,0.22,0.20,0.29,0.24,0.35,0.00
0.00,0.32,0.25,0.36,0.31,0.23,0.00
0.00,0.20,0.18,0.27,0.23,0.72,0.00
0.00,0.34,0.08,0.11,0.32,0.08,0.07
0.00,0.25,0.22,0.33,0.27,0.34,0.00
0.00,0.32,0.28,0.41,0.38,0.30,0.00
0.00,0.68,0.55,0.80,0.66,0.49,0.00
0.00,0.15,0.14,0.20,0.17,0.52,0.00
0.00,0.25,0.21,0.31,0.28,0.20,0.00
0.00,0.33,0.30,0.43,0.36,0.54,0.00
0.00,0.25,0.23,0.33,0.27,0.25,0.00
0.00,0.22,0.19,0.28,0.24,0.18,0.00
0.00,0.21,0.19,0.28,0.24,0.76,0.00
0.00,0.26,0.22,0.32,0.28,0.21,0.00
0.00,0.28,0.18,0.28,0.23,0.17,0.00
0.00,0.21,0.18,0.27,0.23,0.18,0.00
0.00,0.07,0.94,0.09,0.07,0.05,0.00
0.00,0.16,0.07,0.11,1.00,0.07,0.00
0.00,0.26,0.24,0.35,0.29,0.23,0.00
0.00,0.38,0.30,0.44,0.36,0.27,0.00
0.00,0.24,0.22,0.32,0.27,0.25,0.00
0.00,0.22,0.24,0.29,0.21,0.16,0.00
0.00,0.23,0.21,0.31,0.25,0.90,0.00
0.00,0.62,0.56,0.82,0.68,0.51,0.00
0.00,0.27,0.24,0.36,0.30,0.85,0.00
0.00,0.14,0.12,0.18,0.15,0.14,0.27
0.00,0.27,0.27,0.36,0.25,0.18,0.00
0.00,0.12,0.07,0.16,0.08,0.06,0.51
0.00,0.24,0.27,0.29,0.20,0.14,0.00
0.00,0.38,0.24,0.36,0.34,0.23,0.00
0.00,0.60,0.54,0.79,0.66,0.52,0.00
0.00,0.28,0.25,0.37,0.30,0.85,0.00
0.00,0.18,0.10,0.17,0.13,0.10,0.32
0.00,0.12,0.11,0.16,0.14,1.00,0.00
0.00,0.48,0.25,0.36,0.31,0.23,0.00
0.00,0.23,0.21,0.30,0.25,0.93,0.00
0.00,0.13,0.11,0.17,0.14,0.16,0.29
0.00,0.23,0.14,0.21,0.21,0.14,0.08
0.00,0.38,0.34,0.50,0.43,0.34,0.00
0.00,0.16,0.14,0.20,0.17,0.14,0.19
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.40,0.32,0.47,0.41,0.30,0.00
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.34,0.29,0.43,0.35,0.26,0.00
0.00,0.19,0.17,0.25,0.21,0.88,0.00
0.00,0.46,0.41,0.61,0.57,0.41,0.00
0.00,0.46,0.10,0.14,0.17,0.09,0.04
0.00,0.22,0.20,0.30,0.25,0.37,0.00
0.00,0.19,0.18,0.26,0.21,0.95,0.00
0.00,0.21,0.17,0.26,0.20,0.16,0.00
0.00,0.25,0.23,0.33,0.29,0.76,0.00
0.00,0.12,0.11,0.16,0.14,0.15,0.32
0.00,0.19,0.18,0.26,0.21,0.94,0.00
0.00,0.20,0.19,0.27,0.22,0.91,0.00
0.00,0.39,0.34,0.50,0.42,0.32,0.00
0.00,0.24,0.19,0.27,0.21,0.16,0.00
0.00,0.17,0.15,0.23,0.19,0.15,0.10
0.00,0.12,0.11,0.16,0.13,0.87,0.00
0.00,0.19,0.17,0.25,0.21,0.17,0.00
0.00,0.10,0.09,0.13,0.11,0.96,0.00
0.00,0.48,0.27,0.39,0.45,0.25,0.00
0.00,0.40,0.17,0.25,0.44,0.16,0.00
0.00,0.47,0.25,0.36,0.44,0.23,0.00
0.00,0.44,0.27,0.39,0.42,0.25,0.00
0.00,0.42,0.21,0.31,0.43,0.20,0.00
0.00,0.11,0.10,0.15,0.12,0.16,0.36
0.00,0.16,0.15,0.22,0.18,0.14,0.15
0.00,0.37,0.31,0.47,0.37,0.27,0.00
0.00,0.34,0.27,0.41,0.32,0.23,0.00
0.00,0.35,0.32,0.45,0.35,0.26,0.00
0.00,0.19,0.17,0.25,0.21,0.38,0.00
0.00,0.06,1.00,0.07,0.06,0.05,0.00
0.00,0.38,0.31,0.46,0.38,0.28,0.00
0.00,0.56,0.72,0.75,0.62,0.46,0.00
0.00,0.17,0.16,0.23,0.19,0.91,0.00
0.00,0.20,0.18,0.26,0.22,0.17,0.00
0.00,0.26,0.23,0.34,0.28,0.60,0.00
0.00,0.29,0.26,0.39,0.32,0.84,0.00
0.00,0.31,0.28,0.41,0.34,0.29,0.00
0.00,0.22,0.20,0.30,0.25,0.95,0.00
0.00,0.51,0.46,0.68,0.56,0.42,0.00
0.00,0.16,0.13,0.19,0.17,0.13,0.21
0.00,0.19,0.17,0.25,0.22,0.91,0.00
0.00,0.39,0.33,0.48,0.67,0.31,0.00
0.00,0.19,0.17,0.24,0.73,0.16,0.00
0.00,0.15,0.14,0.20,0.17,0.99,0.00
0.00,0.47,0.36,0.52,0.44,0.33,0.00
0.00,0.27,0.22,0.34,0.26,0.19,0.00
0.00,0.20,0.18,0.27,0.22,0.87,0.00
0.00,0.23,0.38,0.28,0.22,0.16,0.00
0.00,0.17,0.15,0.22,0.45,0.16,0.00
0.00,0.46,0.41,0.61,0.51,0.40,0.00
0.00,0.18,0.17,0.24,0.20,0.95,0.00
0.00,0.24,0.20,0.31,0.25,0.21,0.00
0.00,0.60,0.55,0.80,0.68,0.50,0.00
0.00,0.52,0.38,0.54,0.46,0.33,0.00
0.00,0.11,0.10,0.14,0.12,0.13,0.39
0.00,0.50,0.45,0.66,0.58,0.44,0.00
0.00,0.24,0.12,0.18,1.00,0.11,0.00
0.00,0.10,0.95,0.13,0.11,0.08,0.00
0.00,0.26,0.21,0.30,0.27,0.20,0.00
0.00,0.30,0.26,0.38,0.32,0.25,0.00
0.00,0.29,0.26,0.38,0.31,0.66,0.00
0.00,0.41,0.37,0.54,0.45,0.58,0.00
0.00,0.57,0.35,0.51,0.55,0.31,0.00
0.00,0.16,0.22,0.16,0.12,0.08,0.25
0.00,0.17,0.15,0.23,0.19,0.73,0.00
0.00,0.68,0.60,0.87,0.76,0.54,0.00
0.00,0.30,0.26,0.38,0.48,0.25,0.00
0.00,0.33,0.29,0.43,0.44,0.29,0.00
0.00,0.32,0.28,0.41,0.43,0.27,0.00
0.00,0.46,0.40,0.58,0.49,0.36,0.00
0.00,0.23,0.21,0.30,0.25,0.87,0.00
0.00,0.32,0.25,0.37,0.39,0.24,0.00
0.00,0.11,0.09,0.14,0.12,0.12,0.42
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.17,0.27,0.19,0.14,0.10,0.13
0.00,0.21,0.18,0.24,0.19,0.14,0.03
0.00,0.13,0.11,0.17,0.16,0.88,0.00
0.00,0.24,0.21,0.31,0.26,0.21,0.00
0.00,0.43,0.23,0.30,0.35,0.18,0.00
0.00,0.27,0.25,0.36,0.30,0.91,0.00
0.00,0.28,0.25,0.37,0.31,0.33,0.00
0.00,0.11,0.10,0.15,0.12,0.13,0.39
0.00,0.27,0.24,0.35,0.29,0.43,0.00
0.00,0.14,0.13,0.19,0.15,0.13,0.26
0.00,0.46,0.13,0.19,0.20,0.11,0.00
0.00,0.38,0.35,0.40,0.34,0.24,0.00
0.00,0.24,0.22,0.32,0.28,0.78,0.00
0.00,0.16,0.15,0.21,0.18,0.97,0.00
0.00,0.11,0.10,0.15,0.15,0.89,0.00
0.00,0.30,0.17,0.25,0.22,0.16,0.00
0.00,0.22,0.20,0.30,0.25,0.51,0.00
0.00,0.37,0.33,0.49,0.40,0.31,0.00
0.00,0.24,0.22,0.32,0.27,0.34,0.00
0.00,0.24,0.22,0.32,0.27,0.91,0.00
0.00,0.18,0.12,0.17,0.17,0.11,0.25
0.00,0.38,0.34,0.50,0.41,0.76,0.00
0.00,0.09,0.08,0.12,0.10,1.00,0.00
0.00,0.66,0.52,0.76,0.63,0.47,0.00
0.00,0.49,0.20,0.30,0.30,0.18,0.00
0.00,0.46,0.28,0.41,0.41,0.26,0.00
0.00,0.14,0.12,0.18,0.15,0.95,0.00
0.00,0.11,0.10,0.15,0.15,0.92,0.00
0.00,0.25,0.23,0.33,0.28,0.26,0.00
0.00,0.32,0.29,0.42,0.36,0.73,0.00
0.00,0.12,0.11,0.17,0.14,1.00,0.00
0.00,0.26,0.24,0.35,0.29,0.87,0.00
0.00,0.43,0.30,0.41,0.36,0.25,0.00
0.00,0.18,0.16,0.23,0.20,0.16,0.07
0.00,0.29,0.23,0.34,0.68,0.22,0.00
0.00,0.15,0.12,0.18,0.16,0.13,0.25
0.00,0.26,0.24,0.35,0.29,0.90,0.00
0.00,0.12,0.10,0.15,0.13,0.11,0.39
0.00,0.29,0.23,0.35,0.28,0.21,0.00
0.00,0.28,0.25,0.37,0.30,0.89,0.00
0.00,0.22,0.20,0.29,0.24,0.39,0.00
0.00,0.14,0.13,0.19,0.16,0.99,0.00
0.00,0.09,0.08,0.12,0.10,0.12,0.50
0.00,0.24,0.22,0.31,0.26,0.21,0.00
0.00,0.44,0.14,0.21,0.22,0.13,0.00
0.00,0.40,0.23,0.34,0.30,0.21,0.00
0.00,0.23,0.21,0.31,0.25,0.36,0.00
0.00,0.21,0.19,0.28,0.23,0.25,0.00
0.00,0.28,0.25,0.36,0.30,0.23,0.00
0.00,0.56,0.39,0.57,0.49,0.36,0.00
0.00,0.16,0.14,0.21,0.18,0.14,0.16
0.00,0.11,0.10,0.15,0.12,0.11,0.41
0.00,0.10,0.09,0.13,0.10,1.00,0.00
0.00,0.15,0.13,0.19,0.16,0.13,0.23
0.00,0.40,0.36,0.52,0.43,0.37,0.00
0.00,0.28,0.26,0.37,0.31,0.65,0.00
0.00,0.17,0.16,0.23,0.19,0.31,0.00
0.00,0.14,0.13,0.19,0.16,0.93,0.00
0.00,0.18,0.17,0.25,0.20,0.93,0.00
0.00,0.31,0.21,0.30,0.26,0.21,0.00
0.00,0.10,0.09,0.14,0.11,1.00,0.00
0.00,0.33,0.30,0.44,0.36,0.49,0.00
0.00,0.31,0.27,0.39,0.36,0.25,0.00
0.00,0.24,0.73,0.32,0.26,0.20,0.00
0.00,0.17,0.93,0.23,0.19,0.14,0.00
0.00,0.09,0.08,0.12,0.10,1.00,0.00
0.00,0.11,0.10,0.14,0.12,0.22,0.31
0.00,0.22,0.20,0.29,0.27,0.85,0.00
0.00,0.24,0.21,0.30,0.26,0.20,0.00
0.00,0.17,0.10,0.16,0.12,0.09,0.36
0.00,0.24,0.21,0.31,0.26,0.22,0.00
0.00,0.28,0.26,0.38,0.31,0.88,0.00
0.00,0.24,0.22,0.32,0.27,0.81,0.00
0.00,0.23,0.21,0.31,0.25,0.92,0.00
